player,kill_per_round,death_per_round,KD_ratio,acs,entry_success_rate,entry_diff,first_kills,clutch_per_round,clutch_weight,multikill_score,util_score,assists,defuses,plants,econ_rating,eco_rounds_pct,full_buy_pct,hs_pct,kast_pct,win_rate,n_maps_played,cluster_raw,cluster,archetype,is_outlier,pca1,pca2,tsne1,tsne2
Hermes,0.6027595441997616,0.6918395915678525,0.8994882965761448,172.875,0.4404017857142857,-0.5,2.5,0.017586580086580088,0.375,4.25,1.0,5.25,0.25,0.75,42.625,0.1466262489020641,0.0,27.3125,70.0,0.5,16,1,1,🧠 Strategic IGL/Support,True,0.6082156540872055,-0.6828645521756048,8.460924,-6.5692
ICEKING,0.6336051870351079,0.740225281230523,0.8903386365877773,184.38235294117646,0.41666666666666663,-0.5294117647058824,1.5294117647058822,0.005190311418685122,0.08823529411764706,1.3235294117647058,0.4411764705882353,9.529411764705882,0.058823529411764705,0.38235294117647056,9.117647058823529,0.023985847535945324,0.0,21.176470588235293,80.97058823529412,0.5,34,0,0,⚔️ Entry Fragger,True,-4.794365897769385,-0.7452583470579646,-32.17855,5.5711093
Ichiro,0.6837711483363658,0.6590026720461503,1.084423436041083,197.46666666666667,0.45206349206349206,0.0,1.5666666666666667,0.055363155363155364,1.2,4.2,4.333333333333333,9.8,0.6,3.7333333333333334,46.0,0.10235764235764236,0.0,27.566666666666666,77.53333333333333,0.5333333333333333,15,1,1,🧠 Strategic IGL/Support,True,1.43913455200141,-0.377368823476542,0.47688922,11.712315
Inspire,0.7107111712686915,0.6427986212987253,1.1485941594637248,200.0,0.4348484848484848,-0.09090909090909091,1.9090909090909092,0.044471393779694175,1.0,6.090909090909091,1.0909090909090908,5.090909090909091,0.36363636363636365,0.7272727272727273,51.0,0.11995629419698485,0.0,33.90909090909091,69.45454545454545,0.45454545454545453,11,1,1,🧠 Strategic IGL/Support,True,1.426320740992801,0.8196226412534341,11.731898,4.8483295
Ivy,0.6839971374020702,0.6276988038169239,1.1573556560030391,186.42253521126761,0.5514419852448021,0.11267605633802817,1.4929577464788732,0.03743303035847575,0.7605633802816901,4.76056338028169,1.4225352112676057,5.408450704225352,0.352112676056338,1.0704225352112675,51.19718309859155,0.13591861899277738,0.0,31.295774647887324,72.6056338028169,0.6197183098591549,71,1,1,🧠 Strategic IGL/Support,False,1.4203229516919935,0.8336810196540478,9.760087,6.344422
JL,0.5799056743909685,0.6939932412358882,0.8745575996930486,166.75,0.2767857142857143,-0.75,1.625,0.051760249554367206,0.875,2.5,3.5,6.25,0.5,3.0,43.25,0.149075311942959,0.0,20.625,72.0,0.5,8,1,1,🧠 Strategic IGL/Support,True,1.612437115756198,-2.8961883759015166,-4.748937,-4.531486
Jamppi,0.6803513730544601,0.6885738979822822,1.0870639307127585,192.87662337662337,0.41715766196285675,-0.3181818181818182,1.7337662337662338,0.03276148899022164,0.7012987012987013,4.636363636363637,3.4285714285714284,6.5064935064935066,0.512987012987013,2.9155844155844157,50.357142857142854,0.13673352422253818,0.0,28.318181818181817,71.1038961038961,0.5064935064935064,154,1,1,🧠 Strategic IGL/Support,False,1.7913851648631733,-0.5270293895426232,-0.5880894,3.5074172
Jemkin,0.845963111567844,0.6894558837721535,1.3055830416457344,233.97727272727272,0.555616353343626,0.9242424242424242,3.946969696969697,0.01913113153178193,0.4166666666666667,6.78030303030303,1.196969696969697,3.4242424242424243,0.5378787878787878,0.6590909090909091,58.56818181818182,0.14780794099687197,0.0,33.946969696969695,72.29545454545455,0.49242424242424243,132,1,1,🧠 Strategic IGL/Support,False,2.1982644894561263,4.155887687289737,21.763498,1.7991339
JessieVash,0.6456793415603339,0.686406289070229,0.9897577142396055,185.61206896551724,0.42604679802955664,-0.12931034482758622,1.4051724137931034,0.027111922357909077,0.5517241379310345,4.336206896551724,3.206896551724138,6.129310344827586,0.5948275862068966,2.6120689655172415,49.78448275862069,0.14582506912451654,0.0,26.95689655172414,69.75,0.46551724137931033,116,1,1,🧠 Strategic IGL/Support,False,1.7959734248455577,-0.8887708692456339,-0.9027103,2.5412798
Jieni7,0.6842024139203494,0.7361049590831362,0.9702382096495968,195.17073170731706,0.5599725477774258,0.34146341463414637,2.3658536585365852,0.0,0.0,0.6097560975609756,0.17073170731707318,7.2926829268292686,0.07317073170731707,0.0975609756097561,5.7073170731707314,0.013977397762699432,0.0,28.829268292682926,71.65853658536585,0.5121951219512195,41,0,0,⚔️ Entry Fragger,False,-5.3338038663382505,1.0338990839087145,-36.337574,4.872395
Jinboong,0.60068803463474,0.6995024918453968,1.1586230676787952,172.73529411764707,0.42703081232492995,-0.5882352941176471,1.411764705882353,0.02587297977071163,0.5,3.5,1.5588235294117647,4.147058823529412,0.38235294117647056,1.1764705882352942,50.23529411764706,0.14940787174457093,0.0,32.911764705882355,66.61764705882354,0.35294117647058826,34,1,1,🧠 Strategic IGL/Support,True,1.2352932863209094,-0.9636253161690198,6.5759254,-4.4637003
Jinggg,0.7830697769894364,0.7032943866224859,1.1724457672366073,225.688,0.5164623598623599,0.268,2.716,0.013815618663653393,0.292,5.672,1.284,5.516,0.424,0.86,55.228,0.13490643133208755,0.0,22.532,74.036,0.636,250,1,1,🧠 Strategic IGL/Support,False,1.2868907838237371,2.3819283262524236,18.107727,1.1064508
JitBoyS,0.6708116488573641,0.692921406665135,1.0507197279077916,189.81294964028777,0.4635834189791025,-0.2949640287769784,1.7410071942446044,0.02211688771019984,0.4892086330935252,4.503597122302159,1.6546762589928057,5.654676258992806,0.4748201438848921,1.1798561151079137,50.94964028776978,0.15525568507235,0.0,35.76978417266187,71.69064748201438,0.48201438848920863,139,1,1,🧠 Strategic IGL/Support,False,1.6233941185633114,-0.010344472791098652,7.694759,0.4912684
JonahP,0.6464574319965355,0.672216175649343,1.0160283185747583,185.5891891891892,0.41699914199914195,-0.33513513513513515,1.545945945945946,0.020614158151848284,0.44324324324324327,3.9405405405405407,2.1621621621621623,8.881081081081081,0.5135135135135135,1.6486486486486487,43.38918918918919,0.12156533376145706,0.0,24.25945945945946,74.47027027027028,0.6270270270270271,185,1,1,🧠 Strategic IGL/Support,False,0.4710027808632698,-0.6947899515644234,-4.154891,0.9676486
Jremy,0.75609094737812,0.7415675024900854,1.0590232361375758,221.29245283018867,0.5133759846023997,-0.009433962264150943,3.707547169811321,0.017451189281529077,0.3584905660377358,5.330188679245283,0.8679245283018868,4.462264150943396,0.36792452830188677,0.5,54.14150943396226,0.14542504173276108,0.0,22.867924528301888,71.29245283018868,0.49056603773584906,106,1,1,🧠 Strategic IGL/Support,False,1.3684218698852537,2.1214896648010013,18.18238,-1.6477876
Juicy,0.7135557300933978,0.7625203497436563,0.970860904961427,205.88888888888889,0.46634281356503576,-0.35185185185185186,3.574074074074074,0.0063802273947201485,0.12962962962962962,1.5555555555555556,0.2037037037037037,5.166666666666667,0.07407407407407407,0.12962962962962962,15.074074074074074,0.04602816562890447,0.0,27.296296296296298,66.14814814814815,0.4444444444444444,54,0,0,⚔️ Entry Fragger,True,-3.8617528650665798,0.8321746602549129,-40.592194,4.2569423
K1ra,0.7167871039072435,0.7055164019506635,1.1110899008705135,206.82758620689654,0.4579296661193213,-0.1724137931034483,2.103448275862069,0.002028397565922921,0.034482758620689655,0.6379310344827587,0.20689655172413793,5.913793103448276,0.08620689655172414,0.1206896551724138,6.9655172413793105,0.02291395950263111,0.0,27.24137931034483,72.51724137931035,0.4482758620689655,58,0,0,⚔️ Entry Fragger,False,-5.006774422726528,0.7927853952910191,-36.34782,4.24795
KROSTALY,0.6229764350072012,0.7579989460359042,0.8286864177489177,173.75,0.41666666666666663,-0.25,1.625,0.012009803921568628,0.375,4.5,3.875,3.875,0.625,3.25,41.625,0.16069684959003844,0.0,32.875,69.0,0.25,8,1,1,🧠 Strategic IGL/Support,True,1.7199449975833623,-1.5825994638413443,0.75174034,-1.7436712
Kada,0.6729081235908366,0.6784832136794603,1.1319637370140465,189.75,0.5174382716049383,0.2222222222222222,1.6944444444444444,0.015124183951583332,0.3333333333333333,4.527777777777778,1.2777777777777777,6.916666666666667,0.2777777777777778,1.0,50.19444444444444,0.15749159246293226,0.0,33.80555555555556,70.44444444444444,0.3888888888888889,36,1,1,🧠 Strategic IGL/Support,False,1.3017903714299317,0.6572110645629898,9.828256,1.9788744
Kai,0.8050244635092826,0.7080099974599298,1.196113385971367,222.60852713178295,0.5850019489554373,1.0310077519379846,3.364341085271318,0.0010906406255243464,0.023255813953488372,0.5968992248062015,0.08527131782945736,3.8217054263565893,0.015503875968992248,0.06976744186046512,5.906976744186046,0.019147339104366404,0.0,28.73643410852713,70.35658914728683,0.5038759689922481,129,0,0,⚔️ Entry Fragger,True,-5.1427982470256595,3.2611332574508083,-39.136868,7.3099685
Karon,0.7207130663386877,0.6410749511101606,1.2151229544874032,199.63101604278074,0.5165520753756048,0.23529411764705882,1.6203208556149733,0.028347117298981036,0.6096256684491979,4.625668449197861,1.5080213903743316,8.502673796791443,0.28342245989304815,1.2245989304812834,49.106951871657756,0.12506181061535385,0.0,32.81818181818182,75.7807486631016,0.6096256684491979,187,1,1,🧠 Strategic IGL/Support,False,0.8439888107897067,1.2068615452334952,7.6878357,7.473299
Kess,0.600553527492999,0.6878824035047394,0.9902627646500197,173.05555555555554,0.5120370370370371,0.05555555555555555,1.5,0.027291683088784536,0.6111111111111112,3.1666666666666665,2.0,5.944444444444445,0.1111111111111111,1.8888888888888888,45.666666666666664,0.14686175811495505,0.0,30.0,69.16666666666667,0.5,18,1,1,🧠 Strategic IGL/Support,True,0.8792775678180036,-0.6666475971139437,3.1493273,-4.9121447
Khalil,0.6342947712551841,0.682921775476565,0.9887182251980047,181.1,0.4480654761904762,-0.2625,1.125,0.0292189421705297,0.675,4.1375,2.0375,5.6,0.325,1.7125,49.5125,0.14813131635073098,0.0,28.9375,72.5125,0.325,80,1,1,🧠 Strategic IGL/Support,False,1.4383284093673936,-0.7810875972455974,-1.8290905,2.8181443
Kicks,0.6264812350375147,0.686470984327961,0.9592436088513379,177.24778761061947,0.4074729596853491,-0.35398230088495575,1.2212389380530972,0.03349894156735797,0.6991150442477876,4.0265486725663715,4.8053097345132745,8.787610619469026,0.6106194690265486,4.1946902654867255,46.0,0.13402268238269552,0.0,24.654867256637168,73.07964601769912,0.49557522123893805,113,1,1,🧠 Strategic IGL/Support,False,1.7422607869595303,-1.8539154199456755,-6.942452,-2.8892276
Killua,0.7113093478160966,0.691767146814443,1.0966418147581953,195.8909090909091,0.5088544788544789,0.16363636363636364,1.7272727272727273,0.028693398546615054,0.5818181818181818,4.6909090909090905,3.0727272727272728,4.7272727272727275,0.5818181818181818,2.4909090909090907,54.0,0.1591024660152709,0.0,38.74545454545454,72.49090909090908,0.4909090909090909,55,1,1,🧠 Strategic IGL/Support,True,2.383482573553522,0.5389918798239017,4.178463,5.077876
Klaus,0.616533880819867,0.727657220508936,0.8856514627924102,178.07894736842104,0.4863095238095238,0.19736842105263158,2.026315789473684,0.016185019197484572,0.3815789473684211,3.8947368421052633,2.986842105263158,7.434210526315789,0.42105263157894735,2.5657894736842106,45.5,0.14226037121756954,0.0,24.223684210526315,71.35526315789474,0.40789473684210525,76,1,1,🧠 Strategic IGL/Support,False,1.0669641715567444,-0.6532937717512002,0.46266127,0.49145234
Knight,0.6770320763920982,0.6693487354156036,1.0726312528659,193.2037037037037,0.41862139917695473,-0.38271604938271603,1.2962962962962963,0.002971881997646893,0.06790123456790123,0.6728395061728395,0.4382716049382716,6.2407407407407405,0.08641975308641975,0.35185185185185186,8.037037037037036,0.02500096399168105,0.0,25.28395061728395,72.5679012345679,0.5370370370370371,162,0,0,⚔️ Entry Fragger,False,-4.858093427224562,-0.23011104148395473,-33.630825,2.3558156
KovaQ,0.7335584640092313,0.7301009885728557,1.0725398053958426,198.58333333333334,0.5433531746031747,0.16666666666666666,2.5,0.014341787439613526,0.3333333333333333,5.416666666666667,1.5833333333333333,5.333333333333333,0.6666666666666666,0.9166666666666666,49.25,0.12926026031844445,0.0,34.0,71.16666666666667,0.4166666666666667,12,1,1,🧠 Strategic IGL/Support,True,1.108347775396767,1.4722643338644548,14.0572815,-0.121151745
Kr1stal,0.658597015195861,0.671963287627152,1.0584602190185042,187.41304347826087,0.45072463768115945,-0.2608695652173913,1.4782608695652173,0.028433319794875858,0.5869565217391305,4.130434782608695,2.782608695652174,5.217391304347826,0.391304347826087,2.391304347826087,52.69565217391305,0.13827422936342448,0.0,28.065217391304348,71.34782608695652,0.391304347826087,46,1,1,🧠 Strategic IGL/Support,False,1.5148211536709346,-0.45611535143811555,-1.0970985,3.4003248
Kushy,0.6426395772158324,0.6815716701281548,1.0218323455869895,185.29,0.4565952380952381,-0.14,1.36,0.02346768622076537,0.49,4.19,3.71,5.74,0.63,3.08,50.69,0.1487048612628603,0.0,33.84,71.61,0.49,100,1,1,🧠 Strategic IGL/Support,False,1.94128155831116,-0.7660712763560003,-0.34971243,2.4515696
Kyu,0.6047247438551786,0.6935384814460901,0.8923072638146168,176.75,0.3958333333333333,-0.875,1.25,0.026041666666666664,0.5,3.75,6.0,6.625,0.625,5.375,45.5,0.1246262342729734,0.0,20.875,67.875,0.25,8,1,1,🧠 Strategic IGL/Support,True,1.5322336274286008,-2.7224992192887534,-7.9361386,-3.8134177
Lakia,0.5852780730283283,0.6653929006614101,0.9377700129475882,170.41463414634146,0.4160020647825525,-0.3252032520325203,1.4146341463414633,0.022220695206464556,0.4878048780487805,2.991869918699187,3.4146341463414633,7.317073170731708,0.37398373983739835,3.040650406504065,38.60162601626016,0.11830037405431626,0.0,26.666666666666668,72.67479674796748,0.6260162601626016,123,1,1,🧠 Strategic IGL/Support,False,0.2140712620868468,-1.7040916949759277,-6.2766166,-1.4068674
Lar0k,0.8046582863954818,0.7213588782368228,1.1793292981528274,224.45,0.49873917748917745,0.2,3.4,0.020495841877420824,0.45,6.45,1.2,4.7,0.5,0.7,56.75,0.13676900596935257,0.0,30.6,70.35,0.6,20,1,1,🧠 Strategic IGL/Support,False,1.7508714631060944,2.616806927832565,20.012617,-1.3041718
Laz,0.684281757622493,0.6637813539918713,1.1481523375337637,193.09756097560975,0.5326153521275472,0.3170731707317073,1.9878048780487805,0.028527722569262972,0.5975609756097561,4.390243902439025,1.7439024390243902,5.134146341463414,0.5487804878048781,1.1951219512195121,52.23170731707317,0.14215414811402355,0.0,29.0,69.7560975609756,0.4268292682926829,82,1,1,🧠 Strategic IGL/Support,False,1.5875380678702822,0.9588476888412417,10.725342,5.033549
Leo,0.7368888201292032,0.5473084894629844,1.503753845329726,205.66037735849056,0.4518867924528302,0.3018867924528302,0.8962264150943396,0.02940215927605035,0.6226415094339622,4.622641509433962,2.69811320754717,8.122641509433961,0.6320754716981132,2.0660377358490565,52.9811320754717,0.12798620095615773,0.0,23.839622641509433,81.86792452830188,0.6981132075471698,106,1,1,🧠 Strategic IGL/Support,True,1.598615873769102,1.3441691692604627,4.0538573,11.034145
Less,0.7659873882141718,0.6463500934336425,1.2818134405645614,213.17514124293785,0.5151668011837504,0.1694915254237288,1.807909604519774,0.03366315443215464,0.7005649717514124,5.367231638418079,0.9096045197740112,5.03954802259887,0.5084745762711864,0.4011299435028249,59.451977401129945,0.13781781100134963,0.0,28.757062146892654,72.80225988700565,0.5480225988700564,177,1,1,🧠 Strategic IGL/Support,False,1.8851508447833483,1.9854730792134705,13.279782,5.1465893
Leviathan,0.6634766162163018,0.7044758938284312,1.0558370661989083,190.66666666666666,0.4055555555555555,-0.6666666666666666,1.0,0.0527516343305817,1.0833333333333333,4.333333333333333,2.3333333333333335,7.916666666666667,0.3333333333333333,2.0,54.833333333333336,0.15879745455521133,0.0,40.333333333333336,75.25,0.4166666666666667,12,1,1,🧠 Strategic IGL/Support,True,2.441939761257263,-1.031329288320863,6.8086977,4.00637
Levius,0.6151822507907168,0.66148449658181,1.008384223049545,173.41764705882352,0.36402427637721757,-0.5882352941176471,1.3294117647058823,0.001568627450980392,0.023529411764705882,0.6588235294117647,0.08235294117647059,4.588235294117647,0.023529411764705882,0.058823529411764705,7.235294117647059,0.01974377660852762,0.0,24.458823529411763,69.41176470588235,0.5529411764705883,85,0,0,⚔️ Entry Fragger,False,-5.1765851612623415,-1.0982744458324996,-33.799896,0.14633954
LewN,0.7634600885740596,0.7282826919062944,1.1080648562402797,216.51470588235293,0.47595539552719485,-0.14705882352941177,3.8529411764705883,0.014131242602015922,0.3235294117647059,6.0588235294117645,0.8235294117647058,3.6029411764705883,0.35294117647058826,0.47058823529411764,51.51470588235294,0.12895105166138596,0.0,32.970588235294116,67.67647058823529,0.5294117647058824,68,1,1,🧠 Strategic IGL/Support,False,0.966461365143648,2.1076994882764515,18.297443,-3.8638663
Libra,0.6067523163111398,0.8459370286576169,0.7506433882594874,190.66666666666666,0.5833333333333334,0.0,1.5,0.006410256410256411,0.16666666666666666,3.1666666666666665,0.8333333333333334,6.5,0.3333333333333333,0.5,50.5,0.1798225059254471,0.0,23.5,62.666666666666664,0.0,6,1,1,🧠 Strategic IGL/Support,True,1.2887362054705052,-0.6035807930863316,8.495504,-11.009604
Life,0.7741230463118792,0.7537066878931056,1.0936284277684007,222.24427480916032,0.485953927826402,-0.25190839694656486,4.015267175572519,0.002261263462723801,0.04580152671755725,0.48854961832061067,0.0916030534351145,3.8625954198473282,0.03816793893129771,0.05343511450381679,5.938931297709924,0.016145853804595746,0.0,31.15267175572519,66.9885496183206,0.4580152671755725,131,0,0,⚔️ Entry Fragger,False,-5.2256468156381715,1.862548118205546,-40.257423,5.3552732
Lightningfast,0.6314954456177734,0.7360148658452909,0.9163041134262637,179.75757575757575,0.4824915824915825,0.030303030303030304,1.6666666666666667,0.01696448459135227,0.3333333333333333,3.8484848484848486,1.303030303030303,6.454545454545454,0.21212121212121213,1.0909090909090908,46.21212121212121,0.15980132954780832,0.0,33.303030303030305,67.96969696969697,0.36363636363636365,33,1,1,🧠 Strategic IGL/Support,False,1.0023451069034353,-0.4799063875137213,5.645943,-6.713849
LilCrazy,0.8554284980435876,0.7220448881893895,1.2279038438117722,232.7,0.5034065934065934,0.3,3.9,0.02882921284455811,0.6,7.4,1.0,2.6,0.6,0.4,58.5,0.1508041510918749,0.0,32.6,68.5,0.4,10,1,1,🧠 Strategic IGL/Support,True,2.5540782618906066,3.389336041225781,22.138134,0.37385714
Link,0.7093218204000274,0.6885790056102346,1.1128410557248656,202.8235294117647,0.48977591036414564,-0.29411764705882354,2.0,0.016216051638046524,0.35294117647058826,4.411764705882353,0.8823529411764706,5.882352941176471,0.17647058823529413,0.7058823529411765,36.94117647058823,0.08314637195711364,0.0,25.88235294117647,76.70588235294117,0.5294117647058824,17,1,1,🧠 Strategic IGL/Support,True,-1.168564526697228,1.0391575650137725,-9.84606,4.7984653
Lmemore,0.7193027426379348,0.7311128804800644,1.04210594078278,205.87301587301587,0.46681783824640966,-0.4444444444444444,2.3015873015873014,0.015792866463020108,0.3333333333333333,5.523809523809524,1.6507936507936507,4.285714285714286,0.25396825396825395,1.3968253968253967,53.92063492063492,0.14877645406148568,0.0,34.142857142857146,67.77777777777777,0.47619047619047616,63,1,1,🧠 Strategic IGL/Support,False,1.501523127587638,0.5838863318105832,13.099948,-4.0615106
LockM,0.5762349570268925,0.7166919367658293,0.8468794607706128,167.89473684210526,0.4447368421052631,-0.15789473684210525,0.9473684210526315,0.0,0.0,0.0,0.0,6.2894736842105265,0.0,0.0,0.0,0.0,0.0,35.26315789473684,72.0,0.39473684210526316,38,0,0,⚔️ Entry Fragger,True,-6.153236789554219,-1.1508276954824654,-36.539967,-0.55827576
Loita,0.6791276634171455,0.6377360957905109,1.1239319381598794,188.75,0.3583333333333333,-0.7,1.15,0.041826637405534293,1.0,4.65,2.05,8.55,0.5,1.55,51.25,0.13676900596935257,0.0,38.4,71.65,0.6,20,1,1,🧠 Strategic IGL/Support,True,1.77766696013475,-0.9346007793500528,6.6840987,4.202168
Lsn,0.5652619141543705,0.7874333300491124,0.7667115263477493,165.52941176470588,0.26862745098039215,-1.8235294117647058,1.1176470588235294,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,27.941176470588236,64.38235294117646,0.17647058823529413,17,0,0,⚔️ Entry Fragger,True,-6.208653657034628,-3.3388727508482203,-34.70634,-2.8462381
Lucifer,0.5324539431157078,0.8434308338720103,0.6468330280830281,185.66666666666666,0.3194444444444444,-0.3333333333333333,1.5,0.006410256410256411,0.16666666666666666,2.6666666666666665,0.5,3.6666666666666665,0.16666666666666666,0.3333333333333333,54.0,0.1798225059254471,0.0,21.0,60.333333333333336,0.0,6,1,1,🧠 Strategic IGL/Support,True,1.1353516840268434,-2.2954801448095736,1.4747237,-13.72407
Lumo,0.6973521984551396,0.626272971309736,1.3901493930905695,197.6875,0.5260416666666666,0.125,1.25,0.03328518907563025,0.8125,4.0,4.875,8.3125,0.5625,4.3125,46.375,0.12187950937950938,0.0,22.0,77.4375,0.5,16,1,1,🧠 Strategic IGL/Support,True,1.5747814238311357,0.3773960384878332,0.17516486,11.08025
LuoK1ng,0.6716073078948467,0.6902933225536242,1.0964417090440108,188.13669064748203,0.49009934909215486,0.07194244604316546,1.316546762589928,0.0024066461116820826,0.05755395683453238,0.8057553956834532,0.2446043165467626,8.179856115107913,0.05755395683453238,0.18705035971223022,7.9496402877697845,0.024844692286825534,0.0,30.93525179856115,72.23741007194245,0.49640287769784175,139,0,0,⚔️ Entry Fragger,False,-4.905007137235483,0.2683995302362229,-34.90413,3.6242
Lysoar,0.6804787737941714,0.6840812554601662,1.0540010467301246,192.5207100591716,0.48367722021568177,0.08875739644970414,1.2603550295857988,0.002429598730995544,0.05325443786982249,0.7810650887573964,0.3136094674556213,6.106508875739645,0.0650887573964497,0.2485207100591716,8.946745562130177,0.030845421643368037,0.0,28.035502958579883,73.07100591715977,0.48520710059171596,169,0,0,⚔️ Entry Fragger,False,-4.70812788341593,0.33646818713895066,-34.484665,3.8044608
Lyy,0.5980557206047402,0.8012428203604673,0.7714461808115058,183.22222222222223,0.416991341991342,-0.7777777777777778,3.0,0.007407407407407408,0.2222222222222222,3.6666666666666665,0.6666666666666666,3.888888888888889,0.2222222222222222,0.4444444444444444,48.111111111111114,0.17498844655707402,0.0,24.666666666666668,65.77777777777777,0.3333333333333333,9,1,1,🧠 Strategic IGL/Support,True,1.1014316785400176,-1.0228778122647706,10.603372,-10.546967
MAGNUM,0.6527800545499323,0.6795974613599913,1.0384916805518567,187.20873786407768,0.43206195099398986,-0.46601941747572817,1.8349514563106797,0.03132452719416429,0.6796116504854369,4.271844660194175,1.5728155339805825,6.631067961165049,0.49514563106796117,1.0776699029126213,48.640776699029125,0.1364518528342698,0.0,27.466019417475728,72.04854368932038,0.5436893203883495,103,1,1,🧠 Strategic IGL/Support,False,1.2171761337748812,-0.39161416641620594,5.1827602,-0.2005215
MOJJ,0.665836839530442,0.6993674663856628,0.9872708005476089,188.1818181818182,0.46202020202020205,0.01818181818181818,1.7454545454545454,0.031514936337743764,0.6727272727272727,4.290909090909091,0.8181818181818182,4.4363636363636365,0.41818181818181815,0.4,49.61818181818182,0.15123335243001415,0.0,28.254545454545454,68.21818181818182,0.509090909090909,55,1,1,🧠 Strategic IGL/Support,False,1.4201496544115968,0.08475205191712067,9.2799015,-1.773527
MOLSI,0.644106462905611,0.7240266472502338,0.9190308276202863,187.11290322580646,0.44631336405529953,-0.0967741935483871,1.403225806451613,0.012128577851616161,0.27419354838709675,4.096774193548387,3.0161290322580645,7.983870967741935,0.41935483870967744,2.596774193548387,50.903225806451616,0.1414348354756802,0.0,27.258064516129032,71.83870967741936,0.3225806451612903,62,1,1,🧠 Strategic IGL/Support,False,1.210266164057266,-0.8427299502832023,-0.41476452,0.707305
MONSTEERR,0.7060214995088945,0.7410134112933712,0.9939092116419627,196.35714285714286,0.494047619047619,0.0,1.5714285714285714,0.03398885245797924,0.7142857142857143,4.642857142857143,0.7142857142857143,3.5714285714285716,0.2857142857142857,0.42857142857142855,53.5,0.17490940051910092,0.0,29.142857142857142,67.28571428571429,0.35714285714285715,14,1,1,🧠 Strategic IGL/Support,False,2.1278785475804005,0.3877958237090664,10.028492,-1.8984001
MaKo,0.6915599620977448,0.6417876080724834,1.1761528923049471,201.23175965665237,0.47124293207984197,-0.04721030042918455,1.7639484978540771,0.028203843669161406,0.592274678111588,4.914163090128755,1.5450643776824033,8.909871244635193,0.26609442060085836,1.2789699570815452,57.58369098712446,0.14396162705404356,0.0,27.472103004291846,75.29613733905579,0.5793991416309013,233,1,1,🧠 Strategic IGL/Support,False,1.659282043841446,0.7043565862811374,6.6985345,7.8183427
Maple,0.9210826345221537,0.7376833087960931,1.2886198686140216,268.0,0.5882565077466393,1.625,5.75,0.007812499999999999,0.1875,4.8125,0.6875,4.5625,0.25,0.4375,41.9375,0.0719007415219052,0.0,21.1875,71.875,0.5,16,1,1,🧠 Strategic IGL/Support,True,-1.1299692656434275,6.028142546215136,24.529028,-1.1321383
MarT1n,0.6918033765362339,0.6757034085100768,1.0768810717910684,196.97727272727272,0.40378787878787875,-0.06818181818181818,1.2045454545454546,0.008924408924408924,0.20454545454545456,1.1590909090909092,0.4318181818181818,4.25,0.18181818181818182,0.25,10.363636363636363,0.02678987678987679,0.0,29.772727272727273,69.0909090909091,0.38636363636363635,44,0,0,⚔️ Entry Fragger,True,-4.402676501626695,0.04386321108060516,-33.03849,2.5095713
Marved,0.6569368180783628,0.7221069025794234,0.9760833204594862,187.04761904761904,0.4342687074829932,-0.5,1.8095238095238095,0.03051389907016025,0.6190476190476191,4.214285714285714,1.2380952380952381,6.666666666666667,0.4523809523809524,0.7857142857142857,48.642857142857146,0.14687699513635036,0.0,28.547619047619047,70.04761904761905,0.5238095238095238,42,1,1,🧠 Strategic IGL/Support,False,1.3006383198613045,-0.5484398118255545,6.1753817,-1.6290375
Mazino,0.7033508472580384,0.7124800697179635,1.0595925491626303,200.47395833333334,0.4621672453703704,-0.21875,1.7447916666666667,0.017199102684247472,0.3645833333333333,4.708333333333333,3.5625,7.989583333333333,0.5104166666666666,3.0520833333333335,49.59375,0.14096461774248994,0.0,26.53125,72.57291666666667,0.5416666666666666,192,1,1,🧠 Strategic IGL/Support,False,1.555044177756412,-0.15525957761038248,1.6550112,4.333889
Medusa,0.6298820143826201,0.7255371562674026,0.9125441851177146,183.13333333333333,0.4247222222222222,-0.4,2.0,0.023143888649003738,0.5333333333333333,3.966666666666667,0.9333333333333333,4.1,0.16666666666666666,0.7666666666666667,50.7,0.14867392055405249,0.0,31.533333333333335,68.1,0.26666666666666666,30,1,1,🧠 Strategic IGL/Support,False,1.0129684818516511,-0.589076826082726,7.349793,-5.809785
Meiy,0.8494588013040826,0.7692368597996879,1.157198875578326,240.1625,0.5351591117216117,0.425,3.3625,0.028306365402332223,0.5625,6.525,0.975,3.225,0.4375,0.5375,56.7375,0.14522885757267068,0.0,27.825,69.625,0.35,80,1,1,🧠 Strategic IGL/Support,False,2.011562907254449,3.236359181180479,21.599213,-1.0596375
Melser,0.6394672888905444,0.6700888097496476,1.0490415756306817,178.92361111111111,0.4573578042328042,-0.2638888888888889,1.6319444444444444,0.026694567851933974,0.5347222222222222,3.8541666666666665,2.2222222222222223,6.909722222222222,0.4027777777777778,1.8194444444444444,49.40277777777778,0.14676663969360526,0.0,30.65972222222222,73.14583333333333,0.4513888888888889,144,1,1,🧠 Strategic IGL/Support,False,1.3607037925103964,-0.5461409813860828,-2.1354547,2.8762534
